onetsoc_code_8dig,onetsoc_title,onetsoc_desc,year,onetsoc_code,socAB
53-7071.00,Gas Compressor and Gas Pumping Station Operators,"Operate steam, gas, electric motor, or internal combustion engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas.",2000,53-7071,719
53-7071.00,Gas Compressor and Gas Pumping Station Operators,"Operate steam, gas, electric motor, or internal combustion engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas.",2006,53-7071,719
53-7071.00,Gas Compressor and Gas Pumping Station Operators,"Operate steam, gas, electric motor, or internal combustion engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas.",2009,53-7071,719
53-7071.00,Gas Compressor and Gas Pumping Station Operators,"Operate steam, gas, electric motor, or internal combustion engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas.",2010,53-7071,719
53-7071.00,Gas Compressor and Gas Pumping Station Operators,"Operate steam-, gas-, electric motor-, or internal combustion-engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas.",2019,53-7071,719
53-7071.01,Gas Pumping Station Operators,"Control the operation of steam, gas, or electric-motor-driven compressor to maintain specified pressures on high and low-pressure mains dispensing gas from gasholders.",2000,53-7071,719
53-7071.02,Gas Compressor Operators,"Operate steam or internal combustion engines to transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas, in various production processes.",2000,53-7071,719
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.",2000,53-7072,720
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.",2006,53-7072,720
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.",2009,53-7072,720
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.",2010,53-7072,720
53-7072.00,"Pump Operators, Except Wellhead Pumpers","Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes.",2019,53-7072,720
53-7073.00,Wellhead Pumpers,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.,2000,53-7073,721
53-7073.00,Wellhead Pumpers,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.,2006,53-7073,721
53-7073.00,Wellhead Pumpers,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.,2009,53-7073,721
53-7073.00,Wellhead Pumpers,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.,2010,53-7073,721
53-7073.00,Wellhead Pumpers,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.,2019,53-7073,721
53-7081.00,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,2000,53-7081,722
53-7081.00,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,2006,53-7081,722
53-7081.00,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,2009,53-7081,722
53-7081.00,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,2010,53-7081,722
53-7081.00,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,2019,53-7081,722
53-7121.00,"Tank Car, Truck, and Ship Loaders","Load and unload chemicals and bulk solids, such as coal, sand, and grain into or from tank cars, trucks, or ships using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.",2000,53-7121,723
53-7121.00,"Tank Car, Truck, and Ship Loaders","Load and unload chemicals and bulk solids, such as coal, sand, and grain into or from tank cars, trucks, or ships using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.",2006,53-7121,723
53-7121.00,"Tank Car, Truck, and Ship Loaders","Load and unload chemicals and bulk solids, such as coal, sand, and grain into or from tank cars, trucks, or ships using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.",2009,53-7121,723
53-7121.00,"Tank Car, Truck, and Ship Loaders","Load and unload chemicals and bulk solids, such as coal, sand, and grain into or from tank cars, trucks, or ships using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.",2010,53-7121,723
53-7121.00,"Tank Car, Truck, and Ship Loaders","Load and unload chemicals and bulk solids, such as coal, sand, and grain, into or from tank cars, trucks, or ships, using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.",2019,53-7121,723
55-1011.00,Air Crew Officers,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities operating aircraft weapons and defensive systems; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; and directing cargo and personnel drops.",2000,55-1011,724
55-1011.00,Air Crew Officers,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities operating aircraft weapons and defensive systems; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; and directing cargo and personnel drops.",2006,55-1011,724
55-1011.00,Air Crew Officers,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities operating aircraft weapons and defensive systems; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; and directing cargo and personnel drops.",2009,55-1011,724
55-1011.00,Air Crew Officers,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities; operating aircraft weapons and defensive systems; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; and directing cargo and personnel drops.",2010,55-1011,724
55-1011.00,Air Crew Officers,"Perform and direct in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and radar equipment, such as establishing satellite linkages and jamming enemy communications capabilities; operating aircraft weapons and defensive systems; conducting preflight, in-flight, and postflight inspections of onboard equipment; and directing cargo and personnel drops.",2019,55-1011,724
55-1012.00,Aircraft Launch and Recovery Officers,"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.",2000,55-1012,725
55-1012.00,Aircraft Launch and Recovery Officers,"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.",2006,55-1012,725
55-1012.00,Aircraft Launch and Recovery Officers,"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.",2009,55-1012,725
55-1012.00,Aircraft Launch and Recovery Officers,"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems; planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.",2010,55-1012,725
55-1012.00,Aircraft Launch and Recovery Officers,"Plan and direct the operation and maintenance of catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include supervision of readiness and safety of arresting gear, launching equipment, barricades, and visual landing aid systems; planning and coordinating the design, development, and testing of launch and recovery systems; preparing specifications for catapult and arresting gear installations; evaluating design proposals; determining handling equipment needed for new aircraft; preparing technical data and instructions for operation of landing aids; and training personnel in carrier takeoff and landing procedures.",2019,55-1012,725
55-1013.00,Armored Assault Vehicle Officers,"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.",2000,55-1013,726
55-1013.00,Armored Assault Vehicle Officers,"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.",2006,55-1013,726
55-1013.00,Armored Assault Vehicle Officers,"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.",2009,55-1013,726
55-1013.00,Armored Assault Vehicle Officers,"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.",2010,55-1013,726
55-1013.00,Armored Assault Vehicle Officers,"Direct the operation of tanks, light armor, and amphibious assault vehicle units during combat situations on land or in aquatic environments. Duties include directing crew members in the operation of targeting and firing systems; coordinating the operation of advanced onboard communications and navigation equipment; directing the transport of personnel and equipment during combat; formulating and implementing battle plans, including the tactical employment of armored vehicle units; and coordinating with infantry, artillery, and air support units.",2019,55-1013,726
55-1014.00,Artillery and Missile Officers,"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.",2000,55-1014,727
55-1014.00,Artillery and Missile Officers,"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.",2006,55-1014,727
55-1014.00,Artillery and Missile Officers,"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.",2009,55-1014,727
55-1014.00,Artillery and Missile Officers,"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.",2010,55-1014,727
55-1014.00,Artillery and Missile Officers,"Manage personnel and weapons operations to destroy enemy positions, aircraft, and vessels. Duties include planning, targeting, and coordinating the tactical deployment of field artillery and air defense artillery missile systems units; directing the establishment and operation of fire control communications systems; targeting and launching intercontinental ballistic missiles; directing the storage and handling of nuclear munitions and components; overseeing security of weapons storage and launch facilities; and managing maintenance of weapons systems.",2019,55-1014,727
55-1015.00,Command and Control Center Officers,"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.",2000,55-1015,728
55-1015.00,Command and Control Center Officers,"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.",2006,55-1015,728
55-1015.00,Command and Control Center Officers,"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.",2009,55-1015,728
55-1015.00,Command and Control Center Officers,"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.",2010,55-1015,728
55-1015.00,Command and Control Center Officers,"Manage the operation of communications, detection, and weapons systems essential for controlling air, ground, and naval operations. Duties include managing critical communication links between air, naval, and ground forces; formulating and implementing emergency plans for natural and wartime disasters; coordinating emergency response teams and agencies; evaluating command center information and need for high-level military and government reporting; managing the operation of surveillance and detection systems; providing technical information and advice on capabilities and operational readiness; and directing operation of weapons targeting, firing, and launch computer systems.",2019,55-1015,728
55-1016.00,Infantry Officers,"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.",2000,55-1016,729
55-1016.00,Infantry Officers,"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.",2006,55-1016,729
55-1016.00,Infantry Officers,"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.",2009,55-1016,729
55-1016.00,Infantry Officers,"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.",2010,55-1016,729
55-1016.00,Infantry Officers,"Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.",2019,55-1016,729
55-1017.00,Special Forces Officers,"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.",2000,55-1017,730
55-1017.00,Special Forces Officers,"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.",2006,55-1017,730
55-1017.00,Special Forces Officers,"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.",2009,55-1017,730
55-1017.00,Special Forces Officers,"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information; recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.",2010,55-1017,730
55-1017.00,Special Forces Officers,"Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information; recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.",2019,55-1017,730
55-1019.00,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",All military officer special and tactical operations leaders/managers not listed separately.,2009,55-1019,731
55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other",All military officer special and tactical operations leaders not listed separately.,2010,55-1019,731
55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other",All military officer special and tactical operations leaders not listed separately.,2019,55-1019,731
55-1019.99,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",All military officer special and tactical operations leaders/managers not listed separately.,2000,55-1019,731
55-1019.99,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",All military officer special and tactical operations leaders/managers not listed separately.,2006,55-1019,731
55-2011.00,First-Line Supervisors/Managers of Air Crew Members,Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.,2000,55-2011,732
55-2011.00,First-Line Supervisors/Managers of Air Crew Members,Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.,2006,55-2011,732
55-2011.00,First-Line Supervisors/Managers of Air Crew Members,Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.,2009,55-2011,732
55-2011.00,First-Line Supervisors of Air Crew Members,Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.,2010,55-2011,732
55-2011.00,First-Line Supervisors of Air Crew Members,Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.,2019,55-2011,732
55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.,2000,55-2012,733
55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.,2006,55-2012,733
55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.,2009,55-2012,733
55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members,Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.,2010,55-2012,733
55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members,Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.,2019,55-2012,733
55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.,2000,55-2013,734
55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.,2006,55-2013,734
55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.,2009,55-2013,734
55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.,2010,55-2013,734
55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.,2019,55-2013,734
55-3011.00,Air Crew Members,"Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.",2000,55-3011,735
55-3011.00,Air Crew Members,"Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.",2006,55-3011,735
55-3011.00,Air Crew Members,"Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.",2009,55-3011,735
55-3011.00,Air Crew Members,"Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.",2010,55-3011,735
55-3011.00,Air Crew Members,"Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting preflight, in-flight, and postflight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.",2019,55-3011,735
55-3012.00,Aircraft Launch and Recovery Specialists,"Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.",2000,55-3012,736
55-3012.00,Aircraft Launch and Recovery Specialists,"Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.",2006,55-3012,736
55-3012.00,Aircraft Launch and Recovery Specialists,"Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.",2009,55-3012,736
55-3012.00,Aircraft Launch and Recovery Specialists,"Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.",2010,55-3012,736
55-3012.00,Aircraft Launch and Recovery Specialists,"Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.",2019,55-3012,736
55-3013.00,Armored Assault Vehicle Crew Members,"Operate tanks, light armor, and amphibious assault vehicles during combat situations on land or in aquatic environments. Duties include driving armored vehicles which require specialized training; operating and maintaining targeting and firing systems; operating and maintaining advanced onboard communications and navigation equipment; transporting personnel and equipment in a combat environment; and operating and maintaining auxiliary weapons, including machine guns and grenade launchers.",2000,55-3013,737
